side,entry_timestamp,entry_price,exit_timestamp,exit_price,quantity,gross_pnl,net_pnl,r_multiple,trade_duration_minutes,exit_reason
LONG,2025-11-17 09:45:00+05:30,1376.6879999999999,2025-11-17 13:30:00+05:30,1377.81075,3,3.368250000000671,-36.63174999999933,-0.7340334818130841,225.0,STRATEGY_EXIT_LONG
LONG,2025-11-17 15:15:00+05:30,1380.38985,2025-11-17 15:25:00+05:30,1377.7464751538553,3,-7.9301245384342565,-47.93012453843426,-0.967534333962139,10.0,STOP_LOSS
SHORT,2025-11-18 09:25:00+05:30,1375.3120000000001,2025-11-18 10:55:00+05:30,1378.649292895889,3,-10.011878687666467,-50.01187868766647,-1.019420598935491,90.0,STOP_LOSS
SHORT,2025-11-18 11:25:00+05:30,1374.41245,2025-11-18 11:45:00+05:30,1377.3008517197443,3,-8.665205159232755,-48.665205159232755,-1.0021870872469159,20.0,STOP_LOSS
SHORT,2025-11-18 12:15:00+05:30,1374.2125500000002,2025-11-18 13:00:00+05:30,1376.9933913347866,3,-8.34252400435912,-48.34252400435912,-1.005620146917847,45.0,STOP_LOSS
SHORT,2025-11-18 13:10:00+05:30,1372.8132500000002,2025-11-18 13:15:00+05:30,1375.5718734160016,3,-8.275870248004367,-48.27587024800437,-1.0144349794391534,5.0,STOP_LOSS
SHORT,2025-11-18 13:25:00+05:30,1373.5129000000002,2025-11-18 13:45:00+05:30,1376.2025151585115,3,-8.068845475533863,-48.06884547553386,-1.0204363708411135,20.0,STOP_LOSS
SHORT,2025-11-18 15:00:00+05:30,1373.1131,2025-11-18 15:05:00+05:30,1375.873895143049,3,-8.282385429146643,-48.28238542914664,-1.0355365256719582,5.0,STOP_LOSS
SHORT,2025-11-18 15:10:00+05:30,1370.8142500000001,2025-11-18 15:15:00+05:30,1373.8502810162004,3,-9.108093048600722,-49.10809304860072,-1.064266761988768,5.0,STOP_LOSS
SHORT,2025-11-18 15:20:00+05:30,1371.2140500000003,2025-11-18 15:25:00+05:30,1370.685,3,1.5871500000009746,-38.412849999999025,-0.841435406248891,5.0,STRATEGY_EXIT_SHORT
LONG,2025-11-19 10:25:00+05:30,1376.8881,2025-11-19 13:35:00+05:30,1376.9112,3,0.06930000000033942,-39.93069999999966,-0.882106341722594,190.0,STRATEGY_EXIT_LONG
LONG,2025-11-19 14:10:00+05:30,1380.9901499999999,2025-11-19 15:25:00+05:30,1382.40845,3,4.254900000000134,-35.745099999999866,-0.7966700173347948,75.0,STRATEGY_EXIT_LONG
SHORT,2025-11-20 09:50:00+05:30,1377.1111,2025-11-20 10:00:00+05:30,1380.3971944434659,3,-9.858283330397398,-49.8582833303974,-1.1201418599001023,10.0,STOP_LOSS
LONG,2025-11-20 10:10:00+05:30,1381.8906,2025-11-20 10:30:00+05:30,1378.5578627254265,3,-9.99821182372034,-49.99821182372034,-1.1360104945473177,20.0,STOP_LOSS
LONG,2025-11-20 10:45:00+05:30,1382.2907999999998,2025-11-20 11:15:00+05:30,1379.0259877385186,3,-9.794436784443633,-49.79443678444363,-1.1443808033234444,30.0,STOP_LOSS
LONG,2025-11-20 11:40:00+05:30,1382.8911,2025-11-20 11:45:00+05:30,1379.9776135435818,3,-8.740459369254722,-48.74045936925472,-1.1331254575388412,5.0,STOP_LOSS
LONG,2025-11-20 13:25:00+05:30,1382.2907999999998,2025-11-20 15:05:00+05:30,1381.8087500000001,3,-1.4461499999988519,-41.44614999999885,-0.9745895898488449,100.0,STRATEGY_EXIT_LONG
SHORT,2025-11-21 09:20:00+05:30,1374.2125500000002,2025-11-21 12:50:00+05:30,1372.1857499999999,3,6.080400000000964,-33.919599999999036,-0.8054556732488042,210.0,STRATEGY_EXIT_SHORT
SHORT,2025-11-21 13:15:00+05:30,1368.1156,2025-11-21 15:10:00+05:30,1370.867419871942,3,-8.255459615825885,-48.255459615825885,-1.155179817001357,115.0,STOP_LOSS
SHORT,2025-11-24 09:30:00+05:30,1367.41595,2025-11-24 10:20:00+05:30,1370.4849,3,-9.206849999999577,-49.20684999999958,-1.1917215275234492,50.0,STRATEGY_EXIT_SHORT
LONG,2025-11-24 11:05:00+05:30,1371.6854999999998,2025-11-24 14:00:00+05:30,1370.5144,2,-2.3421999999995933,-42.34219999999959,-1.0378373752916041,175.0,STRATEGY_EXIT_LONG
SHORT,2025-11-24 15:10:00+05:30,1369.2150500000002,2025-11-24 15:25:00+05:30,1366.683,2,5.064100000000508,-34.93589999999949,-0.8652839457009831,15.0,STRATEGY_EXIT_SHORT
SHORT,2025-11-25 09:15:00+05:30,1366.7163000000003,2025-11-25 09:30:00+05:30,1371.288579211164,2,-9.144558422327464,-49.144558422327464,-1.2278247411664547,15.0,STOP_LOSS
LONG,2025-11-25 10:15:00+05:30,1374.78705,2025-11-25 10:45:00+05:30,1370.8544881577,2,-7.865123684599894,-47.865123684599894,-1.2107250004490853,30.0,STOP_LOSS
SHORT,2025-11-25 10:55:00+05:30,1363.41795,2025-11-25 12:10:00+05:30,1367.3671131986664,2,-7.898326397332767,-47.89832639733277,-1.2264133398169166,75.0,STOP_LOSS
SHORT,2025-11-25 12:15:00+05:30,1364.0176500000002,2025-11-25 15:25:00+05:30,1357.57845,2,12.87840000000051,-27.12159999999949,-0.7030577646943776,190.0,STRATEGY_EXIT_SHORT
LONG,2025-11-26 09:55:00+05:30,1367.6834999999999,2025-11-26 10:20:00+05:30,1363.6429514854083,2,-8.081097029183184,-48.081097029183184,-1.2552036561490176,25.0,STOP_LOSS
LONG,2025-11-26 10:40:00+05:30,1366.683,2025-11-26 14:05:00+05:30,1368.3155000000002,2,3.2650000000003274,-36.73499999999967,-0.9711932454416918,205.0,STRATEGY_EXIT_LONG
LONG,2025-11-26 14:45:00+05:30,1375.9876499999998,2025-11-26 15:25:00+05:30,1374.3125,2,-3.3502999999996064,-43.350299999999606,-1.1573272269309056,40.0,STRATEGY_EXIT_LONG
LONG,2025-11-27 09:15:00+05:30,1378.7890499999999,2025-11-27 13:10:00+05:30,1385.40695,2,13.235800000000381,-26.76419999999962,-0.7228927165619744,235.0,STRATEGY_EXIT_LONG
